State,Lat,Long,Organism Type,Species Name,Federal Status,Unit Name
CA,36.778259000000006,-119.41793100000001,Bird,Western Snowy Plover (Pacific coast population),Threatened,Don Edwards San Francisco Bay NWR
CA,36.778259000000006,-119.41793100000001,Bird,Western Snowy Plover (Pacific coast population),Threatened,Salinas River NWR
ID,44.068203000000004,-114.742043,Bird,Whooping Crane,Endangered,Bear Lake NWR
ID,44.068203000000004,-114.742043,Bird,Whooping Crane,Endangered,Grays Lake NWR
WY,43.07597,-107.290283,Bird,Whooping Crane,Endangered,National Elk Refuge
WY,43.07597,-107.290283,Bird,Whooping Crane,Endangered,Cokeville Meadows NWR
NC,35.782169,-80.79345699999999,Bird,Piping Plover,Threatened,Currituck NWR
NC,35.782169,-80.79345699999999,Bird,Piping Plover,Threatened,Pea Island NWR
NC,35.782169,-80.79345699999999,Bird,Piping Plover,Endangered,Cedar Island NWR
NC,35.782169,-80.79345699999999,Bird,Red-cockaded Woodpecker,Endangered,Pee Dee NWR
NC,35.782169,-80.79345699999999,Bird,Red-cockaded Woodpecker,Endangered,Alligator River NWR
LA,30.39183,-92.3291,Bird,Brown Pelican,Endangered,Big Branch Marsh NWR
LA,30.39183,-92.3291,Bird,Brown Pelican,Endangered,Bayou Sauvage NWR
LA,30.39183,-92.3291,Bird,Brown Pelican,Endangered,Delta NWR
LA,30.39183,-92.3291,Bird,Brown Pelican,Endangered,Shell Keys NWR
LA,30.39183,-92.3291,Bird,Brown Pelican,Endangered,Breton NWR
LA,30.39183,-92.3291,Bird,Piping Plover,Threatened,Bayou Sauvage NWR
LA,30.39183,-92.3291,Bird,Piping Plover,Threatened,Breton NWR
LA,30.39183,-92.3291,Bird,Piping Plover,Endangered,Big Branch Marsh NWR
LA,30.39183,-92.3291,Bird,Piping Plover,Endangered,Delta NWR
LA,30.39183,-92.3291,Bird,Piping Plover,Endangered,Shell Keys NWR
LA,30.39183,-92.3291,Bird,Red-cockaded Woodpecker,Endangered,Upper Ouachita NWR
LA,30.39183,-92.3291,Bird,Red-cockaded Woodpecker,Endangered,Big Branch Marsh NWR
LA,30.39183,-92.3291,Bird,Red-cockaded Woodpecker,Endangered,D'Arbonne NWR
